recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,source,rcp_seq
버섯구이와 두부타르타르 소스,,굽기,,1,1인분,"●버섯구이 : 새송이버섯 70g(7개), 올리브유 10g(2작은술)
●곁들임 : 치커리 10g(3줄기)
●두부타르타르 소스 : 연두부 30g(1/4모), 다진 양파 10g(2작은술), 다진 오이피클 10g(2작은술), 올리브유 2g(1/3작은술), 식초 5g(1작은술), 레몬즙 3g(2/3작은술), 머스터드 3g(2/3작은술), 꿀 2g(1/3작은술), 흰 후추 약간","1. 1. 곱게 다진 양파와 오이피클은 물기를 짠다.
2. 2. 연두부에 다진 양파, 다진 오이피클, 올리브유, 머스터드, 후추, 꿀, 식초, 레몬즙을 넣어 두부타르타르 소스를 만든다.
3. 3. 새송이버섯은 0.5cm 두께로 썰고 프라이팬에 노릇하게 구워준 후 접시에 새송이버섯과 치커리를 담고 소스를 곁들인다.",,https://www.foodsafetykorea.go.kr/recipe/91,/한식/반찬,"열량 150kcal, 탄수화물 18g, 단백질 8g, 지방 5g, 나트륨 133mg, TIP: 새송이 버섯은 칼륨 함량이 높아 육류와 함께 섭취하면 혈중 콜레스테롤 수치를 낮추는데 효과가 있어요.
나트륨이 많은 간장이나 소금 대신 겨자, 레몬 등을 이용한 소스로 나트륨 함량을 줄여보세요.",조리방법: 굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00091_1.png,foodsafety,91
구운채소와 간장레몬 소스,,굽기,,1,1인분,"●구운채소 : 가지 20g(3cm), 호박 50g(1/3개), 새송이버섯 15g(3개), 양파 15g(1/8개), 발사믹크레마 15g(1큰술), 빨강 파프리카 3g(3×1cm), 노랑 파프리카 3g(3×1cm), 청피망 3g(3×1cm), 올리브유 약간
●간장 레몬 소스 : 저염간장 5g(1작은술), 식초 15g(1큰술), 설탕 10g(1큰술), 레몬즙 5g(1작은술)","1. 1. 저염간장, 식초, 레몬즙, 설탕을 혼합하여 간장레몬 소스를 만든다.
2. 2. 호박, 가지, 새송이버섯은 3cm 길이로 자른 후 얇은 편으로 채 썰고, 양파, 파프리카, 피망은 호박 길이로 썬다.
3. 3. 가지, 호박, 새송이버섯, 양파, 파프리카, 피망에 올리브유를 바르고 달궈진 그릴 팬에 구운 후 접시에 담고 발사믹 크레타를 뿌리고 간장레몬 소스를 곁들인다.",,https://www.foodsafetykorea.go.kr/recipe/93,/한식/반찬,"열량 175kcal, 탄수화물 19g, 단백질 4g, 지방 9g, 나트륨 38mg, TIP: 채소와 버섯류에는 대부분 나트륨 배출에 효과적인 칼륨이 함유되어 있어 채소를 많이 섭취하는 것이 저나트륨 식단의 기본이에요. 레몬즙은 음식의 짠맛을 감추고 간장과 함께 사용하면 간장의 감칠맛을 상승시키는 효
과도 있어요.",조리방법: 굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00093_1.png,foodsafety,93
브로콜리 컬리플라워 샐러드와 두유 요거트 소스,,기타,,1,1인분,"●브로콜리컬리플라워 샐러드 : 브로콜리 40g(1/5송이), 컬리플라워 40g(1/3송이), 적양파 10g(2×1cm), 강낭콩 5g(1작은술), 건포도 5알, 호두 1/2알, 소금 약간
●두유요거트 소스 : 두유 50g(3⅓큰술), 플레인요거트 20g(1⅓큰술), 레몬즙 5g(1작은술), 설탕 약간","1. 1. 두유에 플레인요거트와 레몬즙, 설탕을 넣고 잘 섞어 두유요거트 소스를 만든다.
2. 2. 강낭콩은 물에 불린 후 콩과 물을 1:2.5로 넣고 20~25분 삶아 건지고 브로콜리와 컬리플라워는 한입 크기로 썰어 끓는 소금물에 살짝 데쳐 찬물에 헹궈 물기를 뺀다.
3. 3. 접시에 데친 브로콜리와 컬리플라워, 삶은 강낭콩, 채썬 적양파, 다진 호두, 건포도를 담고 두유요거트 소스를 곁들여 낸다.",,https://www.foodsafetykorea.go.kr/recipe/94,/한식/반찬,"열량 210kcal, 탄수화물 30g, 단백질 9g, 지방 6g, 나트륨 79mg, TIP: 브로콜리와 컬리플라워를 데치는 과정에서만 소금을 넣어 맛과 색은 살려주고 소금 사용은 줄였어요, 또한 마요네즈 대신 두유를 사용하면 맛은 고소해지고 나트륨 배설은 증가 시킬 수 있어요.",조리방법: 기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00094_1.png,foodsafety,94
오렌지와 당근 만남주스,,기타,,1,1인분 250g,"오렌지 당근펀치
당근 100g(1/2개), 오렌지 100g(1/2개)","1. 1. 오렌지는 깨끗이 씻어 껍질을 벗긴다.
2. 2. 당근은 깨끗이 씻어 작은 토막으로 썬다.
3. 3. 당근, 오렌지, 물(50ml)을 믹서에 곱게 간다.
4. 4. 믹서에 갈아낸 주스는 고운 체로 거른다.
5. 5. 주스를 살얼음이 생길 만큼 시원하게 냉동한다.
6. 6. 컵에 담아 마무리한다.",,https://www.foodsafetykorea.go.kr/recipe/108,/한식/후식,"열량 60kcal, 탄수화물 14g, 단백질 1g, 지방 0g, 나트륨 76mg, TIP: 시판되는 대부분의 주스는 가공되고 농축되는 과정에서 나트륨이 첨가되는 경우가 있어 과일, 채소를 직접 갈아 마시면 나트륨 섭취를 줄일 수 있어요.",조리방법: 기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00108_1.png,foodsafety,108
칠곡석류국수,,끓이기,,1,1인분,"●주재료 : 소면 160g, 저염소금 4g(1작은술), 식초 8g(1/2작은술)
●소스 : 석류 200g(1/2개)
●장식 : 잣 4g(1작은술), 아몬드 4g(1작은술), 해바라기씨 4g(1작은술), 호두 4g(1작은술), 호박씨 4g(1작은술), 오이 20g(1/4개)","1. 1. 잣, 아몬드, 해바라기씨, 호두, 호박씨는 다진다.
2. 2. 끓는 물에 저염소금과 식초를 넣은 후 소면을 삶은 후 체에 건져 물기를
뺀다.
3. 3. 석류는 물 600g와 함께 믹서에 갈고 체에 걸러 즙을 낸다. 그릇에 면을 담고 차갑게 식힌 석류즙을 붓고 견과류, 채 썬 오이를 고명으로 올린다.",,https://www.foodsafetykorea.go.kr/recipe/111,/한식/일품,"열량 73.4kcal, 탄수화물 12.7g, 단백질 2.1g, 지방 1.6g, 나트륨 12.5mg, TIP: 견과류에는 불포화 지방산이 풍부하게 함유되어 있어, 고지혈증 등 혈류개선에 효과가 있어 성인병 예방에 좋다. 짠맛을 대신하여 석류의 새콤달콤한 맛을 활용하고, 볶은 견과류로 고소한 맛과 풍미를 더하였다.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00111_1.png,foodsafety,111
블랙빈 곤약국수,,끓이기,,1,1인분,"●주재료
실곤약 440g, 검은콩 70g, 볶은 흑임자 6g(1작은술), 호두 6g(1알)
●장식
오이 20g(1/8개), 토마토 50g(1/2개), 달걀 50g(1개)","1. 1. 검은콩을 1시간 찬물에 담가 불린 후 삶아 익힌 후 불순물을 제거하고 흑임자, 생수, 삶은 콩, 호두를 믹서에 갈아 살엄음이 생기도록 냉동실에 넣는다.
2. 2. 오이는 돌려 깎아 채 썰고, 토마토는 1/8크기로 썰고, 달걀은 삶아 반으로 자른다.
3. 3. 실곤약은 끓는 물에 데치고 찬물에 헹궈 그릇에 담은 후 콩물을 담고 오이, 토마토, 달걀을 고명으로 올려 완성한다.",,https://www.foodsafetykorea.go.kr/recipe/113,/한식/일품,"열량 54.3kcal, 탄수화물 4.9g, 단백질 3.4g, 지방 2.4g, 나트륨 18.5mg, TIP: 검은콩은 안토시아닌 색소를 많이 함유하고 있어 시력회복과 항암작용에 좋다. 나트륨 함량이 높은 소면을 대신하여 실곤약으로 면을 대체함으로써 나트륨과 칼로리의 섭취량을 줄이고, 콩국물에 흑임자와 호두를 넣어 짠맛 대신 고소한 맛과 향을 강조한다.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00113_1.png,foodsafety,113
닭가슴살 브로콜리 만두,,찌기,,1,1인분,"주재료
만두피 4g(2장), 브로콜리 100g(1/4개), 숙주 100g, 표고버섯 20g(2개), 닭 가슴살 100g, 참기름 2g(1/2작은술), 저염간장 4g(1작은술), 소금 0.5g, 후춧가루 0.1g","1. 1. 브로콜리, 숙주, 표고버섯, 닭 가슴살은 다지고 다진 닭 가슴살은 소금과 후추로 밑간 한다.
2. 2. 다진 채소와 닭가슴살, 참기름, 저염간장을 섞어 만두소를 만든다.
3. 3. 준비한 만두피에 만두소를 넣은 후 만두 모양으로 빚고 만두를 찜통에 넣어 찌고 그릇에 담는다.",,https://www.foodsafetykorea.go.kr/recipe/114,/한식/일품,"열량 123.2kcal, 탄수화물 19g, 단백질 8.4g, 지방 1.5g, 나트륨 167.9mg, TIP: 칼륨 함량이 높은 브로콜리를 사용하여 나트륨 배출을 돕는다. 만두소는 저염간장으로 양념하고 별도로 초간장을 곁들이지 않아 나트륨섭취를 줄인다.",조리방법: 찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00114_1.png,foodsafety,114
함초 냉이 국수,,끓이기,,1,1인분,"●주재료 : 소면 50g
●육수 : 함초 3g(1/2작은술), 노루궁뎅이버섯 25g(1/2개), 다시마 17g(15cm), 파 140g(1/2개), 양파 150g(1/2개), 무 250g(1/3개), 모시조개 150g(3/4컵), 냉이 35g, 간장 30g(2큰술)
●장식 : 달걀 50g(1개), 청고추 20g(1개), 실고추 2g","1. 1. 함초, 노루궁뎅이버섯, 다시마, 파, 양파, 무를 물에 넣어 10분 끓이고 향이 강한 모시조개와 냉이를 넣고 30분  끓인 후 간장으로 색을 낸다.
2. 2. 소면은 따로 삶는다.
3. 3. 그릇에 삶은 소면을 담은 후 육수를 붓고 지단, 슬라이스한 청고추, 실고추를 올려 완성한다.",,https://www.foodsafetykorea.go.kr/recipe/131,/한식/일품,"열량 35.8kcal, 탄수화물 7.1g, 단백질 1.8g, 지방 0g, 나트륨 34.5mg, TIP: 냉이에 함유된 비타민A와 비타민C는 소화작용을 용이하게 한다. 소금을 대체하여 함초를 사용하고, 멸치와 모시조개, 다시마 등을 사용하여 감칠맛을 더한다.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00131_1.png,foodsafety,131
된장 두부찌개,,끓이기,,1,1인분,"두부 320g(1모), 쌀뜨물 300g(1½컵), 돼지고기 100g, 김치 140g, 된장 20g(1½큰술), 청양고추 10g(1/2개), 홍고추 5g(1/4개),
대파 10g(2cm), 고춧가루 5g(1작은술)","1. 1. 두부에 쌀뜨물을 넣고 갈아준다.
2. 2. 돼지고기는 썰고 김치는 물에 씻어 양념을 제거하고 3×3cm로 썬다.
3. 3. 냄비에 돼지고기와 김치를 함께 볶은 후, 망에 거른 된장과 1의 두부, 고춧가루, 청양고추, 홍고추를 넣어 끓이다가 대파를 넣어 완성한다.",,https://www.foodsafetykorea.go.kr/recipe/137,/한식/국&찌개,"열량 77.3kcal, 탄수화물 2.4g, 단백질 7.5g, 지방 4.2g, 나트륨 124.6mg, TIP: 김치는 물에 헹구어 염분을 제거하고 고추를 넣어 매운 맛과 향을 더한다. 두부는 콩 단백질이 풍부한 식품으로 두뇌발달에 좋다.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00137_1.png,foodsafety,137
부대된장찌개,,끓이기,,1,1인분,"다시마 1g, 두부 10g, 떡국 떡 10g, 스팸(마일드) 10g, 다진 마늘 5g, 무 20g, 김치 15g, 소시지 10g(1/2개), 우민찌 5g(1작은술), 양파 5g, 저염된장 15g(1큰술), 베이컨 5g, 대파 5g, 청양고추 5g, 홍고추 1g","1. 1. 김치, 베이컨, 스팸, 소시지, 양파, 두부, 무는 두께 0.5cm로 썬다.
2. 2. 다시마와 물을 끓여 다시마물을 만든다.
3. 3. 냄비에 소시지, 베이컨, 두부, 스팸, 무, 우민찌, 김치, 다시마물 300g을 넣어 끓인 후 저염된장, 양파, 대파, 다진 마늘, 떡국 떡을 넣고 재료가 다 익으면 홍고추와 청양고추를 넣어 완성한다.",,https://www.foodsafetykorea.go.kr/recipe/138,/한식/국&찌개,"열량 72.6kcal, 탄수화물 4.2g, 단백질 5.3g, 지방 3.9g, 나트륨 191.9mg, TIP: 저염된장과 저염햄을 사용하고 김치는 물에 헹구어 염도를 낮추어 준다.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00138_1.png,foodsafety,138
양배추감자전,,굽기,,1,1인분,"●주재료 : 감자 100g(1개), 양배추 150g(1/2개), 당근 15g(1/10개), 두부 20g(1/20모), 돼지고기 30g, 청양고추 5g(1개), 부침가루 45g(3큰술), 달걀 60g(1개), 식용유 15g(1큰술)
●소스 : 오렌지즙 15g(1큰술), 간장 2g(1/2작은술), 식초 10g(2작은술)","1. 1. 감자는 믹서에 갈고 양배추는 채 썰고 고기, 당근, 청양고추, 두부는 다진다.
2. 2. 준비해둔 재료를 모두 섞고 부침가루와 계란을 넣어 반죽한다.
3. 3. 가열된 팬에 기름을 두르고 반죽을 부어 굽고 소스를 함께 곁들인다.",,https://www.foodsafetykorea.go.kr/recipe/181,/한식/반찬,"열량 148.9kcal, 탄수화물 14.7g, 단백질 7.7g, 지방 6.6g, 나트륨 107.1mg, TIP: 감자와 양배추에는 칼륨이 풍부하게 들어있어 나트륨 배출에 도움을 준다. 양념간장 대신 과일즙을 활용한 폰즈소스를 곁들여 나트륨 섭취량을 줄였다.",조리방법: 굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00181_1.png,foodsafety,181
돌나물 샐러드,,기타,,1,1인분,"●돌나물 샐러드 : 돌나물 90g, 미니새송이버섯 60g(7개), 참기름 약간
●레몬마요네즈 소스 : 마요네즈 10g(2작은술), 레몬즙 20g(1⅓큰술), 청양고추 5g(1/2개), 홍고추 5g(1/2개), 참기름 약간","1. 1. 청양고추와 홍고추를 다져서 참기름에 살짝 볶은 후 볶은 고추에 마요네즈와 레몬즙을 넣어 소스를 만든다.
2. 2. 돌나물은 손질하여 찬물에 담구고 새송이버섯은 달군 프라이팬에 참기름을 두르고 노릇
하게 굽는다.
3. 3. 돌나물은 물기를 빼고 구운 새송이버섯과 레몬마요네즈 소스를 넣고
버무려 접시에 담는다.",,https://www.foodsafetykorea.go.kr/recipe/74,/한식/반찬,"열량 235kcal, 탄수화물 2g, 단백질 3g, 지방 24g, 나트륨 151mg, TIP: 샐러드드레싱에 짠맛을 줄이기 위해 마요네즈 사용량을 줄이고 레몬즙과 청양고추를 혼합하여 드레싱을 만들면 짠맛을 줄이는 효과를 낼 수 있어요. 마요네즈 사용이 지나치면 나트륨과 콜레스테롤의 섭취가 높아지므로 주의하세요.",조리방법: 기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00074_1.png,foodsafety,74
석류 보쌈김치,,기타,,1,1인분,"●주재료 : 배추 70g(1/10개), 석류즙 10g(2작은술), 소금 5g(1/2작은술)
●양념 : 무 10g(3cm), 미나리 10g, 쪽파 10g(1개), 다진 마늘 5g(1작은술), 다진 생강 5g(1작은술), 새우젓국 15g(1큰술)","1. 1. 배추를 소금물에 하루 동안 절인 후 물기를 빼고 석류는 즙을 낸다.
2. 2. 무는 채 썰고, 쪽파와 미나리는 4cm로 자른다.
3. 3. 무채, 미나리, 쪽파, 다진 마늘, 다진 생강, 새우젓국을 넣고 섞어 소를 만들고 절인 배추에 소를 넣고 오므려 싼다. 석류즙에 소를 채운 배추를 담가 완성한다.",,https://www.foodsafetykorea.go.kr/recipe/159,/한식/반찬,"열량 24.5kcal, 탄수화물 4.7g, 단백질 1.4g, 지방 0g, 나트륨 171.3mg, TIP: 배추는 최소한의 소금으로 절이고 석류 즙으로 새콤한 맛과 향을 더한다. 미네랄, 칼슘, 무기질이 풍부한 석류는 여성질환에 도움을 준다.",조리방법: 기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00159_1.png,foodsafety,159
유자 대구조림,,끓이기,,1,1인분,"●주재료 : 대구살 120g, 홍파프리카 10g(1/10개), 황파프리카 10g(1/10개),청파프리카 10g(1/10개), 황금팽이버섯 10g, 미나리 20g, 밀가루 25g(2큰술)
●소스 : 유자청 20g(1⅓큰술), 발사믹식초 10g(2작은술), 화이트와인 10g(2작은술)
●장식 : 대파 30g(1개)","1. 1. 발사믹 식초, 화이트와인, 다진 유자청 건더기를 넣고 졸여 소스를 만들고 대구를 손질하여 포를 뜬다.
2. 2. 대파, 청파프리카, 홍파프리카, 황파프리카를 채 썬다.
3. 3. 대구포에 밀가루를 묻혀 청파프리카, 홍파프리카, 황파프리카, 황금팽이버섯을 넣고 말아 미나리로 묶어 찐 후 소스를 뿌리고 썬 대파를 올려 완성한다.",,https://www.foodsafetykorea.go.kr/recipe/161,/한식/반찬,"열량 84kcal, 탄수화물 10.6g, 단백질 9.6g, 지방 0.4g, 나트륨 109.7mg, TIP: 소스에 유자청으로 향을 더하고 발사믹식초로 상큼함을 더한다. 찜은 재료 본연의 맛을 느낄 수 있는 조리법이며 소스를 찍어먹을 수 있도록 곁들여 내면 나트륨 섭취량을 줄일 수 있다.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00161_1.png,foodsafety,161
파프리카 물김치,,기타,,1,1인분,"●주재료 : 자색고구마 10g(3cm), 무 10g(2cm), 배 80g(1/4개), 배추 200g(1/3개), 부추 10g, 사과 80g(1/3개), 쪽파 10g(10cm), 소금 20g(1⅓큰술)
●양념 : 멥쌀 10g(2작은술), 물엿 50g(1/4컵), 황파프리카 140g(1½개)","1. 1. 황파프리카를 갈아 체에 내리고 멥쌀로 쌀풀을 만들어 황파프리카 즙을 섞고 물엿을 첨가하여 양념을 만든다.
2. 2. 배추를 소금물에 절이고 절인 배추를 찬물로 씻어 소금기를 뺀다.
3. 3. 소금기를 뺀 배추에 채썬 자색고구마, 무, 쪽파, 부추, 사과, 배를 놓고 양념을 부은 후 3일 동안 숙성시켜 완성한다.",,https://www.foodsafetykorea.go.kr/recipe/162,/한식/반찬,"열량 44.9kcal, 탄수화물 10.1g, 단백질 1.1g, 지방 0g, 나트륨 272mg, TIP: 김치를 절인 후 찬물에 세 번 씻어 소금기를 빼고 기호에 따라 청고추를 넣어 매콤한 맛을 준다.",조리방법: 기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00162_1.png,foodsafety,162
고추장 라따뚜이,,굽기,,1,1인분,"●주재료 : 애호박 70g(1½개), 양송이버섯 60g(3개), 가지 70g(1/2개), 저염살라미 25g, 사과 60g(1/3개)
●소스 :양파 40g(1/5개), 마늘 10g(2개), 토마토 600g(3개), 설탕 10g(2작은술), 바질 50g, 고추장 15g(1큰술)","1. 1. 양파와 마늘은 다져서 볶다가 토마토 과육과 설탕, 바질을 넣고 고추장을 섞어 토마토 소스를 만든다.
2. 2. 가지, 양송이버섯, 애호박, 사과는 썰고 살라미는 데친다.
3. 3. 오븐용 팬에 토마토 소스를 넓게 펴준 뒤 애호박, 가지, 양송이버섯, 살라미를 겹치게 넣고 180℃로 예열한 오븐에 넣고 30분 구워 완성한다",,https://www.foodsafetykorea.go.kr/recipe/193,/한식/반찬,"열량 62.6kcal, 탄수화물 7.6g, 단백질 3.1g, 지방 2.2g, 나트륨 138.5mg, TIP: 칼륨이 풍부한 토마토를 사용하여 나트륨 배출에 도움을 주며, 살라미는 끓는 물에 데쳐 염분을 제거한 후 사용한다.",조리방법: 굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00193_1.png,foodsafety,193
민들레 샐러드,,기타,,1,1인분,"●주재료 : 민들레 잎 40g, 비트 5g(1작은술), 오렌지(껍질) 40g(1/5개)
●드레싱 : 간장 20g(1⅓큰술), 다진 홍고추 10g(1개), 레몬즙 60g(4큰술), 설탕 6g(1작은술)","1. 1. 간장, 레몬즙, 설탕, 다진 홍고추를 섞어 드레싱을 만든다.
2. 2. 민들레 잎은 4×4cm로 썰고, 비트는 채 썰고 물에 담가 색을 뺀다.
3. 3. 오렌지는 씻어 껍질만 발라 채 썰고 민들레 잎, 비트, 오렌지 껍질을 섞어 접시에 담고 드레싱을 곁들인다.",,https://www.foodsafetykorea.go.kr/recipe/201,/한식/반찬,"열량 53.9kcal, 탄수화물 10.9g, 단백질 2.4g, 지방 0g, 나트륨 874.2mg, TIP: 간장에 생수를 희석하여 염도를 낮추고 레몬의 상큼함을 강조한다.",조리방법: 기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00201_1.png,foodsafety,201
토마토 가지 카프레제,,굽기,,1,1인분,"●주재료 : 가지 100g(1개), 토마토 200g(1½개), 무순 20g, 마늘 10g(2개), 올리브오일 5g(1작은술)
●드레싱 : 올리브오일 25g(2큰술), 발사믹식초 60g(4큰술), 후춧가루 2g(1/2작은술)","1. 1. 올리브오일, 발사믹식초, 후춧가루를 섞어 차게 식혀 드레싱을 만든다.
2. 2. 가지와 토마토는 5mm두께로 썰고 120도 오븐에 20분 구운 후 구운 가지는 물기를 제거한다.
3. 3. 팬에 올리브오일을 두르고 약불에서 채 썬 마늘을 볶다가, 가지를 넣고 구운 후 접시에 토마토, 가지를 번갈아 담고 무순으로 장식하고 드레싱을 곁들인다.",,https://www.foodsafetykorea.go.kr/recipe/202,/한식/후식,"열량 90.5kcal, 탄수화물 7.4g, 단백질 1.2g, 지방 6.2g, 나트륨 11.3mg, TIP: 칼륨 함량이 높은 토마토와 가지 사용하여 나트륨의 배출을 돕고, 가지와 토마토의 영양성분 중 베타카로틴은 시력보호와 피부노화에 효과가 있다.",조리방법: 굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00202_1.png,foodsafety,202
우렁된장소스 배추롤,,찌기,,1,1인분,"돼지고기(50g), 배춧잎(5장), 부추(30g), 쌀(100g), 당근(20g),
표고버섯(2개), 양파(50g), 애호박(1/2개), 우렁이(100g),
된장(30g)","1. 1. 끓는 물에 배춧잎을 데친다.
2. 2. 당근, 호박, 표고버섯, 양파는
입자있게 다진다.
3. 3. 돼지고기를 썰어 불린 쌀, 다진 야채와
함께 밥을 짓는다.
4. 4. 데친 배춧잎에 지어놓은 밥을 올려
돌돌만다.
5. 5. 말아 놓은 배춧잎을 부추로 묶는다.
6. 6. 찜통에 김이 오르면 ?번을 넣고 약 5분
정도 찐다.",,https://www.foodsafetykorea.go.kr/recipe/636,/한식/일품,"열량 326.3kcal, 탄수화물 43g, 단백질 22.3g, 지방 7.2g, 나트륨 976mg, TIP: 된장에 양파, 당근, 호박, 표고버섯을 많이 섞어 나트륨 함량을 감소시키고, 야채맛이 가득한 된장소스를 만들 수 있어요.",조리방법: 찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00636_1.png,foodsafety,636
인삼떡갈비,,굽기,,1,1인분,"소고기(100g), 돼지고기(100g), 대추(3알), 양파(30g),
마늘(20g), 배(1/4개), 애호박(1/2개), 단호박(1/4개),
파프리카(50g), 인삼(1뿌리), 양송이(5개), 배추잎(5장),
저염간장(20g), 설탕(20g), 소금(0.2g), 후춧가루(0.01g)
두부(50g)","1. 1. 대추는 돌려 깍아 씨를 제거 하고 곱게
다진다.
2. 2. 다진 소고기와 돼지고기에 대추와 소금
후춧가루를 넣고 치댄다.
3. 3. 애호박과 단호박, 파프리카는
입자있게 썰어 ?에 넣고 잘 치댄다.
4. 4. 양송이는 편으로 썰어 팬에 익히고,
인삼을 뇌두를 자르고 깨끗이 씻어
팬에 볶아 잘게 썰어 ?에 넣는다.
5. 5. 재료가 골고루 섞인 떡갈비를 갈비
모양으로 만든다.
6. 6. 떡갈비를 팬에 굽고, 접시에 배춧잎을
깔고 익힌 양송이를 올리고 떡갈비를
담는다.",,https://www.foodsafetykorea.go.kr/recipe/637,/한식/반찬,"열량 253.3kcal, 탄수화물 15g, 단백질 26.9g, 지방 9.5g, 나트륨 196mg, TIP: 대추의 단맛 때문에 간장을 적게 쓸 수 있어 나트륨을 줄일 수 있어요",조리방법: 굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00637_1.png,foodsafety,637
초계탕과 사색곤약,,끓이기,,1,1인분,"닭고기(1마리), 가시오가피(10g), 대파(20g), 다시마(10g),
건새우(20g), 실곤약(100g), 비트(30g), 치자가루(10g),
마늘(20g), 소금(0.3g), 후춧가루(0.01g), 양파(50g),
오이(50g), 겨자가루(10g), 식초(20g), 설탕(20g)","1. 1. 닭을 깨끗이 손질하고, 부위별로
자른다.
2. 2. 냄비에 가시오가피, 대파, 다시마,
마늘, 건새우를 넣고 은근히 끓인 후
닭을 넣고 약 20분 정도 삶아 건진 뒤
살을 찢어둔다.
3. 3. 양파, 오이는 채썰고 식초, 설탕,
소금을 넣고 초절임한다
4. 4. 겨자가루에 30℃ 정도의 물을 넣고
골고루 섞어 발효시키고, 설탕, 식초,
소금을 넣고 겨자소스를 만든다
5. 5. 흰곤약과 비트, 치자가루를 섞은 곤약,
채썬 다시마를 접시에 담는다.
6. 6. 양파, 오이 초절임과 닭살을 한쪽에
담아 먹기 직전에 겨자소스를 올린다.",,https://www.foodsafetykorea.go.kr/recipe/638,/한식/반찬,"열량 100.1kcal, 탄수화물 7.7g, 단백질 15.4g, 지방 0.9g, 나트륨 54.4mg, TIP: 다시마와 건새우의 천연 조미료 성분이 나트륨을 대신할 수 있어요.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00638_1.png,foodsafety,638
호박잎 삼계탕,,끓이기,,1,1인분,"호박잎(5장), 닭고기(가슴살, 120g), 찹쌀(100g), 대추(3알),
미나리(20g), 인삼(1뿌리), 소금(0.2g), 후춧가루(0.01g)","1. 1. 찹쌀은 깨끗이 씻어 30분 정도 불린다
2. 2. 불린 찹쌀은 냄비에 넣고 질게 밥을
한다.
3. 3. 닭가슴살은 넓게 펴서 소금,
후춧가루를 뿌린다.
4. 4. 호박잎과 미나리는 끓는 물에 살짝
데치고, 대추는 돌려 깎아 씨를
제거하고 인삼은 뇌두를 제거한 뒤
채를 썰어둔다.
5. 5. 데친 호박잎에 닭 가슴살을 올린다.
6. 6. 닭 가슴살위에 찹쌀밥과 준비한 야채와
대추를 올려 돌돌 말아 질게 된
찹쌀밥에 넣고 약 20분 정도 더 쪄낸다.",,https://www.foodsafetykorea.go.kr/recipe/639,/한식/일품,"열량 314.1kcal, 탄수화물 53.7g, 단백질 16g, 지방 3.9g, 나트륨 55.9mg, TIP: 소화가 잘되는 찹쌀을 사용하여 쫀득한 맛을 낼 수 있으며, 별도 소스없이 고소한 맛을 즐길 수 있어요.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00639_1.png,foodsafety,639
황태미역 곤약스프,,끓이기,,1,1인분,"황태채(100g), 곤약(100g), 건미역(20g), 들깨가루(20g),
두부(50g), 된장(10g), 액젓(10g), 표고버섯(1개), 마늘(10g),
참기름(5g)","1. 1. 된장에 두부를 넣고 골고루 섞는다.
2. 2. 표고버섯과 마늘은 함께 갈아둔다.
3. 3. 미역은 충분히 불린다.
4. 4. 냄비에 황태채와 갈아둔 표고버섯,
마늘을 넣고 은근히 끓여 육수를
만든다.
5. 5. 곤약은 납작납작하게 썰어 끓는 물에
데친다.
6. 6. 육수에서 황태를 건져 두부된장과 함께
갈아 육수에 붓고, 미역, 곤약,
들깨가루를 넣고 약 20분 정도 끓인 후
액젓으로 간을 한다.",,https://www.foodsafetykorea.go.kr/recipe/640,/한식/국&찌개,"열량 124.9kcal, 탄수화물 3.2g, 단백질 14.3g, 지방 6.1g, 나트륨 790.3mg, TIP: 된장에 두부를 섞어서 나트륨을 감소시킬 수 있어요.",조리방법: 끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00640_1.png,foodsafety,640
